Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm,Ridge_pred_ppm,Arbol_Decision_Regressor_pred_ppm,Random_Forest_Regressor_pred_ppm
539,4993.0,8197.0,396.0,0.0025,0,0,0.0,0,0.0782169813791213,0,0.0,0,0.01,2.6474973578345073,0.4487221217041337,0.17964990763046554,0.955420372791882
540,6187.004,7383.143,1025.0,0.032,0,0,0.0,0,0.282578357458575,0,0.06719367588932806,0,0.04,0.37972095482130497,0.8806180881716967,0.6375954356047695,0.9546412637309919
541,6350.0,7607.0,906.0,0.024,0,0,0.0,0,0.16080005591977956,0,0.06719367588932806,0,0.03,1.746212564020189,1.203866390907572,0.1867157979021039,0.9535479560824646
542,8843.59,5477.65,1277.49,0.0025,0,0,0.0,0,0.0003786892464880913,0,0.0,0,0.02,1.260848747140266,1.3208792862951961,0.1867157979021039,0.9533155599653791
543,9509.556,3317.184,1455.289,0.007,0,0,0.0,0,0.0032431297331265404,0,0.06719367588932806,0,0.01,1.1532947647043266,1.4447271732450557,0.1867157979021039,0.9528014062819241
544,5256.0,8076.0,527.609,0.0025,0,0,0.0,0,0.003235063359778361,0,0.0,0,0.0,0.38552378108909185,2.2357789114340814,0.555,0.9516880941953305
545,15213.821,8954.097,1392.959,0.007,0,0,0.0,0,2.1223348669464428e-05,0,0.0,0,0.01,1.1532947647043266,0.36075945515954105,0.37251395480634897,0.9509319543148858
546,6433.0,6718.0,1335.0,0.0025,0,0,0.0,0,0.0022581730097637615,0,0.0,0,0.0,0.38552378108909185,2.041954685783349,0.555,0.9507153780254796
547,3974.447,6291.402,626.0,0.007,0,0,0.0,0,0.008783692316875615,0,0.0,0,0.0,0.2770138185805674,1.6332608373794137,0.555,0.9502041834901689
548,6527.941,7809.983,941.609,1.077,1,1,0.6,0,0.09683259526018674,0,0.4666666666666667,1,0.78,1.2674178424238087,0.9528647940950308,1.1783710079833332,0.950186888304131
549,10838.0,6970.0,1379.0,0.0025,0,0,0.0,0,0.0002995286399651372,0,0.0,0,0.0,1.1532947647043266,0.7127660019602113,0.17964990763046554,0.9488673670862383
550,7648.0,7087.0,1323.0,0.0025,0,0,0.0,0,0.006032969969851692,0,0.0,0,0.0,1.3531979720508418,0.9595062961353322,0.17964990763046554,0.9471241520090422
551,4021.16,6431.971,635.0,0.0025,0,0,0.0,0,0.0030056534921845024,0,0.0,0,0.0,0.34586023520182446,2.0057371158013146,0.17964990763046554,0.9468106546136711
552,7121.0,5311.0,1351.0,0.0025,0,0,0.0,0,0.00035062713941482246,0,0.0,0,0.0,1.2038724413540622,0.89728843604991,0.1867157979021039,0.9466270867481466
553,6506.0,7595.0,947.0,0.075,0,0,0.2,0,0.18779946008452386,0,0.0,0,0.12,1.1880930174866016,1.1416233034362,0.37251395480634897,0.9458594880712655
554,7625.0,9168.0,914.0,0.0025,0,0,0.0,0,0.14871559342172957,0,0.0,0,0.02,1.1355087111420565,0.42750456009641147,0.17964990763046554,0.9454113841464535
555,7311.601,9215.031,946.0,0.0025,0,0,0.0,0,0.0040923831246457475,0,0.0,0,0.0,0.3270633553995527,1.8556494976748281,0.555,0.9430625349365771
556,5244.806,7153.649,839.0,0.02,0,0,0.0,0,0.031907652502585586,0,0.0,0,0.03,0.39255656096135155,0.012526246356865464,10.665890931652221,0.9418188070071533
557,7424.562,8619.624,632.81,0.024,0,0,0.4,0,0.15777248354654683,0,0.38461538461538464,0,0.31,0.6592642661651947,0.7892626577282503,10.665890931652221,0.940612233386469
558,5802.0,7144.0,1083.0,0.0025,0,0,0.0,0,0.0007929505233189166,0,0.0,0,0.0,1.3277400407895552,0.037024723055290004,0.17964990763046554,0.940559625051076
559,6878.0,7953.0,955.0,0.82,1,0,0.4,0,0.17763189595249199,0,0.02702702702702703,0,0.11,1.9988260721747306,0.8030711294400935,1.1783710079833332,0.9395299857592567
560,5524.0,7946.0,603.0,0.0025,0,0,0.0,0,0.007657171142465792,0,0.0,0,0.0,1.1532947647043266,0.9287776564682546,0.17964990763046554,0.9364859682897901
561,6256.895,7080.973,1169.099,1.039,1,0,0.4,1,0.9658538488162991,1,1.0,1,0.82,0.5370554901566503,1.433395575152875,0.6181337712268828,0.9364151281301304
562,8157.017,7013.962,1317.179,0.013,0,1,0.8,0,0.16562090636862134,0,0.06719367588932806,0,0.29,0.5663040435212161,0.6979412289243709,1.7429999999999999,0.9363149271957157
563,5747.557,3743.596,962.22,0.076,0,0,0.4,0,0.0003437871218532949,0,0.0,0,0.33,0.3676095946884047,1.172847982647688,0.21397319850419855,0.9360394271770979
564,6843.0,6708.0,1360.0,0.0025,0,0,0.0,0,0.006490590843937706,0,0.0,0,0.0,1.1532947647043266,0.18688554923970077,0.17964990763046554,0.935401867244564
565,10194.0,7588.0,1212.0,0.0025,0,0,0.0,0,0.0004941134883836743,0,0.0,0,0.0,1.1532947647043266,0.2851787369380458,0.17964990763046554,0.9348144305483467
566,5259.0,6285.0,1296.0,0.0025,0,0,0.0,0,0.001420689014861618,0,0.0,0,0.0,1.4380745357066407,2.8858616433172104,0.17964990763046554,0.9343035167507503
567,6972.504,4908.509,1047.699,0.187,1,0,0.4,1,0.9995974415507465,1,1.0,1,0.88,1.9854797135763198,0.8049680464857099,0.6181337712268828,0.9337394074705884
568,4687.25,7916.45,314.0,0.0025,0,0,0.2,0,0.1372125852628785,0,0.0,0,0.01,2.451924893087211,0.7070640131110029,1.7429999999999999,0.9329425205606819
569,13684.0,1481.0,1354.0,0.0025,0,0,0.0,0,8.744479372413295e-05,0,0.0,0,0.0,1.2030812465920673,0.9058305822617752,0.17964990763046554,0.932337942414484
570,9255.155,6844.422,1386.0,0.0025,0,0,0.0,0,0.007074987784158387,0,0.0,0,0.0,0.38552378108909185,1.7118130350745866,0.555,0.9315617010654103
571,5149.893,7419.615,659.0,0.923,1,1,0.8,0,0.3062954583330091,1,0.8947368421052632,1,0.93,0.97661541503913,1.0583232163269405,0.6375954356047695,0.9308119462618849
572,5051.42,6403.026,1236.0,0.0025,0,0,0.0,0,0.011642816370323337,0,0.0,0,0.0,0.3275380915496576,0.5727598521403907,0.555,0.9305620330080323
573,6836.096,7897.925,985.0,0.013,0,0,0.0,0,0.12477132256620539,0,0.06818181818181818,0,0.05,1.9988260721747306,0.4860222897618902,0.17964990763046554,0.9299382350428398
574,6275.028,8226.694,721.0,1.254,1,0,0.2,1,0.9531442832501948,1,1.0,1,0.81,0.5210973085861356,0.2763297765572607,0.722991173496274,0.9283124898682424
575,5105.85,8321.0,360.0,0.0025,0,0,0.0,0,2.307611480559428e-07,0,0.03278688524590164,0,0.0,0.4242808027180328,1.4821478524523743,0.17964990763046554,0.9277116133253818
576,6463.657,8509.734,633.0,0.0025,0,0,0.0,0,0.003336898650490226,0,0.0,0,0.0,0.21582552872869057,1.5914108322318834,0.17964990763046554,0.9275151013477249
577,10791.762,5947.719,1493.0,0.0025,0,0,0.0,0,0.006483806836629609,0,0.0,0,0.01,0.28009205566249185,0.6854549441598926,0.555,0.9274831036134353
578,5699.0,5931.0,1137.0,0.0025,0,0,0.0,0,0.010828519374554743,0,0.0,0,0.0,0.3979290805919188,0.9022353724125955,0.17964990763046554,0.9272913030759298
579,7164.0,7507.0,1180.0,0.0025,0,0,0.0,0,0.000653408926099522,0,0.0,0,0.0,1.1651372633151982,0.9835767063499644,0.17964990763046554,0.9261345500657518
580,7388.0,5177.0,1308.0,0.0025,0,0,0.0,0,0.00587199145404589,0,0.0,0,0.01,0.28009205566249185,2.1184656647878386,0.555,0.9254103944174741
581,9122.0,6366.0,1390.0,0.0025,0,0,0.0,0,0.010694291731945818,0,0.0,0,0.0,0.38552378108909185,0.919404537510975,0.555,0.9249603193262751
582,6504.192,7831.845,933.0,0.771,1,0,0.4,0,0.16721212808927582,1,0.8888888888888888,1,0.8,1.6764262988169722,0.9298500266717046,1.0310368953501068,0.9246010727605888
583,8500.269,5902.138,1436.569,0.0025,0,0,0.0,0,0.0037041273228576805,0,0.0,0,0.0,0.38552378108909185,0.8203226208661147,0.555,0.923983660152177
584,12369.0,6246.0,1488.0,0.0025,0,0,0.0,0,0.0031079868005403463,0,0.0,0,0.0,0.28009205566249196,3.93268790290185,0.555,0.9238701249644731
585,5246.0,4123.0,764.0,0.0025,0,0,0.0,0,0.0010713627734016422,0,0.0,0,0.01,0.37915396759275116,2.2178549331636104,0.17964990763046554,0.9235470297819272
586,8163.963,6310.01,1422.299,0.041,0,0,0.2,0,0.22754877426760603,0,0.06719367588932806,0,0.1,0.48679051002596585,0.9891058611853742,0.4765442467801234,0.9232563304723352
587,6568.215,7706.599,1054.389,0.073,0,1,0.6,0,0.20801033096100685,0,0.0,0,0.07,2.396584623362246,0.7180779227547925,0.37251395480634897,0.923095792339086
588,3973.353,6290.887,626.0,0.0025,0,0,0.0,0,0.013586087833292348,0,0.06719367588932806,0,0.0,0.2770138185805673,0.9678773652246513,0.555,0.9226677550835306
589,10073.0,8888.0,1127.0,0.0025,0,0,0.0,0,0.0030578018376787664,0,0.0,0,0.0,0.31339200632907266,1.7411548884046386,0.17964990763046554,0.9210706897280556
590,7652.0,6888.0,1282.0,0.0025,0,0,0.0,0,0.0011281791224404107,0,0.0,0,0.0,0.38552378108909185,1.0105696037470504,0.555,0.9207648274319985
591,5107.65,8316.28,362.0,0.0025,0,0,0.2,0,0.003267340427371499,0,0.03278688524590164,0,0.0,0.5968829604835371,1.4209784706472892,0.17964990763046554,0.9203192503670921
592,6428.974,6727.485,1352.149,0.012,0,0,0.0,0,0.01674535264483123,0,0.06719367588932806,0,0.01,0.38552378108909185,1.4954345992149598,0.6375954356047695,0.9196853379001885
593,2506.0,13023.0,1097.0,0.0025,0,0,0.0,0,0.0010582360150513043,0,0.0,0,0.0,0.38552378108909185,0.4757712957871909,0.17964990763046554,0.9183826630407795
594,6671.0,6994.0,1249.0,0.0025,0,0,0.0,0,0.002105973571443955,0,0.0,0,0.0,0.4215476378590439,1.0785876174293962,0.555,0.9180827876887918
595,6223.649,7274.05,1101.0,0.707,1,0,0.4,1,0.751208791563251,1,1.0,1,0.83,1.1182574418277378,1.0767682014485291,0.722991173496274,0.9179312105725678
596,5497.022,7200.974,956.0,0.0025,0,0,0.0,0,0.004117311381679704,0,0.0,0,0.0,1.1397722206627607,-0.05430718647760094,0.17964990763046554,0.9178641115216654
597,5920.297,7074.473,1147.359,0.0025,0,0,0.0,0,0.00423396226519104,0,0.0,0,0.0,1.3277400407895552,0.9050998654861353,0.17964990763046554,0.9176117828116759
598,5886.376,6149.137,1254.0,0.0025,0,0,0.0,0,0.015395018926814715,0,0.0,0,0.0,0.5536365051841283,2.489817696839351,0.17964990763046554,0.917516373927623
599,5472.809,7666.241,756.0,0.0025,0,0,0.4,0,0.0383864143096406,0,0.0,0,0.01,5.904492256297214,1.2821855391887813,0.17964990763046554,0.9161264450189609
600,7865.218,7301.202,1121.959,0.0025,0,0,0.0,0,0.002514255755376603,0,0.0,0,0.0,1.2104343513637787,0.6810232112935218,0.17964990763046554,0.9154931132563731
601,10784.418,7619.256,1283.0,0.0025,0,0,0.0,0,0.0008807915187386252,0,0.0,0,0.0,0.38552378108909185,1.9944770961762075,0.555,0.9154250576734306
602,4380.674,6388.949,890.0,0.976,1,0,0.4,0,0.08860245498329783,1,1.0,1,0.75,0.5167341029572918,0.3316873963213597,2.283190799812593,0.9145482868936146
603,7443.802,7447.359,1279.0,0.009,0,0,0.2,0,0.06441772068756386,0,0.06719367588932806,0,0.03,0.4771394089895854,1.461324953160358,0.1867157979021039,0.9130031796559542
604,5182.0,6696.0,1017.0,0.0025,0,0,0.0,0,0.0029029459789653373,0,0.0,0,0.0,0.28556526092851975,1.4926979826746947,0.555,0.9129620386360997
605,12283.669,9423.82,1371.49,0.009,0,0,0.0,0,0.00023604300470255143,0,0.0,0,0.0,0.7512846633543468,2.3758809931171196,0.17964990763046554,0.9127798780062458
606,4602.829,6404.056,1015.0,0.032,0,0,0.0,0,0.005975743573367955,0,0.0,0,0.02,0.28009205566249185,0.9721517557301469,0.555,0.9118683415423556
607,8557.7,5871.49,1368.65,0.005,0,0,0.4,0,0.3035919715569337,0,0.03278688524590164,0,0.17,0.31121869677711356,0.9377560143568295,1.7429999999999999,0.910848184803369
608,5341.0,7902.0,609.0,0.011,0,0,0.0,0,0.26221102595582496,0,0.0,0,0.0,1.0698438891561795,0.934575844159307,0.17964990763046554,0.9107972197858626
609,4751.85,7963.31,290.0,0.0025,0,0,0.0,0,0.09292630817091604,0,0.0,0,0.0,2.451924893087211,0.7054516189033506,0.17964990763046554,0.9104557891185742
610,6516.94,7262.883,1102.0,0.828,1,0,0.4,0,0.2826563005682894,1,0.8888888888888888,1,0.89,1.1990400633545557,0.8236719050733424,0.4765442467801234,0.9095333028997187
611,7295.639,5755.038,1187.0,0.0025,0,0,0.0,0,0.003068764964040253,0,0.0,0,0.0,0.3270633553995527,4.527579218108942,0.555,0.9092745526428977
612,3975.356,6291.86,626.0,0.006,0,0,0.0,0,0.0030744730966933663,0,0.0,0,0.0,0.2846814136805973,1.1661812609439806,0.555,0.908958168265289
613,9403.312,5475.841,1342.289,0.0025,0,0,0.0,0,0.00015984274302412394,0,0.0,0,0.0,1.2038724413540622,1.4570918908393562,0.1867157979021039,0.9077008377264215
614,13423.401,7979.578,962.0,0.011,0,0,0.0,0,0.00013155049383598607,0,0.0,0,0.01,0.2669131436179215,1.9587471949216215,0.555,0.9076535129320347
615,10077.0,8760.0,1081.0,0.0025,0,0,0.0,0,0.00321678511928535,0,0.0,0,0.0,0.31339200632907266,3.6136667633524553,0.17964990763046554,0.9060324935505176
616,5830.0,6386.0,1348.0,0.085,0,0,0.0,0,0.0006701573662401607,0,0.06719367588932806,0,0.01,1.3277400407895552,0.865083529391018,0.4765442467801234,0.905640732511469
617,12091.205,9306.671,1322.09,0.005,0,0,0.0,0,0.000596490354984165,0,0.0,0,0.01,0.38552378108909185,0.6212214589988929,0.555,0.9052319869234979
618,7634.055,9150.665,936.0,0.0025,0,0,0.0,0,0.025236116682423242,0,0.0,0,0.0,0.38552378108909185,0.7797195124480398,0.555,0.9050358285026666
619,5139.0,6467.0,1165.0,0.005,0,0,0.0,0,0.008539309118611392,0,0.0,0,0.0,0.6723429738206572,1.4129304552111228,0.17964990763046554,0.9049412576779269
620,7147.0,7237.0,1152.0,0.0025,0,0,0.0,0,0.002417984757926208,0,0.0,0,0.0,0.4215476378590439,1.4140044725809364,0.1867157979021039,0.9046169027860567
621,3197.0,6043.0,249.0,0.007,0,0,0.2,0,0.06052612714288066,0,0.07142857142857142,0,0.05,2.5000505991783126,0.6136071170667436,2.283190799812593,0.9040106555509569
622,6369.0,7187.0,1154.0,0.956,1,0,0.4,0,0.3173925302217449,1,0.8888888888888888,1,0.72,0.49986894562708356,1.2566761807912639,1.0310368953501068,0.90377689009733
623,6466.191,9148.689,663.15,0.0025,0,0,0.0,0,7.592499000222871e-05,0,0.0,0,0.0,1.3277400407895552,1.069671750552341,0.17964990763046554,0.9033901825689082
624,12175.563,6025.04,1493.97,0.0025,0,0,0.0,0,0.0018097560855553695,0,0.06719367588932806,0,0.0,0.27099200403208507,1.1329059941927906,0.4765442467801234,0.9024829074737464
625,7160.631,3496.491,1262.249,0.0025,0,0,0.0,0,0.00039131683135749706,0,0.0,0,0.0,1.1397722206627607,1.4373223404549444,0.1867157979021039,0.9020032218763937
626,5346.698,8030.614,593.0,0.012,0,0,0.0,0,0.29786379371597227,0,0.0,0,0.02,0.5058881284222067,0.9817556821584202,0.17964990763046554,0.9016735008631392
627,10793.805,7197.368,1359.29,0.0025,0,0,0.0,0,0.03546332715099266,0,0.0,0,0.0,2.3936371464250117,-0.34213779641176334,0.17964990763046554,0.9016698638687246
628,8556.85,5870.64,1368.65,0.043,0,0,0.2,0,0.04831631830147377,0,0.0,0,0.01,1.1532947647043266,0.89161062709803,0.1867157979021039,0.9014341279132362
629,5873.0,6309.0,1318.0,0.0025,0,0,0.0,0,0.0017237975756297338,0,0.0,0,0.0,1.3277400407895552,1.8061470796589927,0.17964990763046554,0.900700243107543
630,5098.394,6502.069,1130.0,0.013,0,0,0.0,0,0.009986619252759064,0,0.0,0,0.01,0.6116546221224608,1.1856646381897082,0.17964990763046554,0.8999917839422955
631,5342.0,6604.0,1120.0,0.007,0,0,0.0,0,0.05452231307972174,0,0.0,0,0.02,0.3367678377086529,0.846853494833063,0.17964990763046554,0.8990203342198891
632,6933.387,4491.697,959.0,0.0025,0,0,0.0,0,0.0035679879410371656,0,0.0,0,0.0,0.313119634306739,5.087780854400058,0.17964990763046554,0.8989849764527712
633,7274.379,4589.765,1006.0,0.0025,0,0,0.0,0,0.0003689679496162846,0,0.0,0,0.0,1.1532947647043266,1.288223277292041,0.17964990763046554,0.8977488775467168
634,7259.886,7654.695,1206.779,0.009,0,0,0.4,0,0.21719017763708992,0,0.0,0,0.11,1.0784491103263023,0.8180257349766377,0.37251395480634897,0.8970964092802791
635,5730.094,6776.153,1121.78,0.867,1,1,0.8,1,0.9082930420000274,1,1.0,1,0.75,0.8741207220444243,1.130995883821655,0.722991173496274,0.8945100893104891
636,4686.67,6204.417,1080.0,0.855,1,1,0.8,1,0.9998635525752001,1,1.0,1,0.77,1.9727156701221398,1.084175054377802,2.571601384670821,0.8943977917830606
637,13563.0,7802.0,1468.0,0.0025,0,0,0.0,0,0.0004163871826857931,0,0.0,0,0.01,0.38552378108909185,1.175953836736117,0.555,0.8940602570646686
638,6615.0,7184.0,1073.0,0.0025,0,0,0.0,0,0.0020799982634923,0,0.0,0,0.0,0.4215476378590439,1.9802766343463793,0.555,0.8927965069564907
639,7043.0,6955.0,1179.0,0.0025,0,0,0.0,0,0.01139912872567576,0,0.0,0,0.0,1.1029186177905423,1.2066912044736537,0.17964990763046554,0.8925336520174054
640,20654.0,6445.0,1305.0,0.68,1,1,0.6,1,0.8499232382307371,1,1.0,1,0.7,0.5869557646492017,0.3210188607724751,0.6181337712268828,0.8920345080861634
641,8019.0,6444.007,1381.939,0.0025,0,0,0.0,0,0.006578265375153611,0,0.0,0,0.0,0.38552378108909185,0.7375033035782137,0.555,0.8910518222735286
642,6365.0,7602.0,924.0,0.063,0,0,0.2,0,0.34227927521216256,0,0.06719367588932806,0,0.1,0.5120097251110034,1.1728568346137929,1.0310368953501068,0.8900529757896048
643,11096.631,9642.112,1388.58,0.009,0,0,0.0,0,0.002372823679992228,0,0.0,0,0.0,0.34488357762627186,2.4990753396629097,0.17964990763046554,0.8896121786736975
644,13419.12,7082.566,1453.09,0.0025,0,0,0.0,0,0.004314513702093024,0,0.0,0,0.0,0.8955250427503684,0.06177501604053024,0.17964990763046554,0.8896025030708363
645,7779.157,7350.879,1186.0,0.0025,0,0,0.0,0,0.01286160215607761,0,0.0,0,0.0,0.5739163841936356,0.7807858438036019,0.555,0.8891705616582113
646,10792.955,7196.518,1359.29,0.0025,0,0,0.0,0,0.0667269019253785,0,0.0,0,0.01,1.7145118848005523,-0.21238024778284867,0.17964990763046554,0.8890890271414668
647,7928.936,4532.386,1060.0,0.0025,0,0,0.0,0,0.00612471010463513,0,0.0,0,0.0,0.37642726147184313,1.7818043528289431,0.17964990763046554,0.8887030771077162
648,6418.0,7540.0,959.0,0.0025,0,0,0.0,0,0.003698690633967324,0,0.0,0,0.0,1.3131219923296569,1.482589818948706,0.1867157979021039,0.8882684814685364
649,7276.552,7631.228,1206.779,0.02,0,0,0.0,0,0.033578911562706086,0,0.06818181818181818,0,0.04,0.5508175301649926,0.5946138188260457,1.7429999999999999,0.888052855982479
650,6379.0,7345.0,1061.0,0.0025,0,0,0.0,0,0.004394077635326588,0,0.0,0,0.0,0.28009205566249185,2.846679297468736,0.555,0.8877871008408066
651,9548.52,9701.509,1430.0,0.0025,0,0,0.0,0,0.00504630441495462,0,0.0,0,0.01,0.3275380915496576,-0.11189569063430038,0.1867157979021039,0.8866621711623349
652,4564.0,6217.0,981.0,0.047,0,0,0.2,0,0.3726171576778408,0,0.06818181818181818,0,0.11,0.431099421575786,1.3061284455898383,0.17964990763046554,0.8865293356121977
653,6763.869,4867.874,1013.559,0.006,0,0,0.0,0,0.01408442691997058,0,0.0,0,0.03,0.3081153560059544,1.2141307409112017,0.17964990763046554,0.8853449529878129
654,6839.696,7926.911,901.279,0.076,0,0,0.4,0,0.21923370768607622,0,0.03278688524590164,0,0.03,0.9417391941056503,0.7101724976163517,0.17964990763046554,0.8853226032894821
655,7548.013,7478.601,1244.0,0.005,0,0,0.0,0,0.15630098720385036,0,0.0,0,0.0,0.4371570952340108,0.922835988401612,0.6375954356047695,0.8850001473521428
656,6117.019,9021.901,574.0,0.0025,0,0,0.0,0,0.013897773187668926,0,0.0,0,0.0,0.3386063942305115,0.2618246540800054,0.555,0.8847725566857919
657,10893.451,6468.323,1430.0,0.005,0,0,0.2,0,0.16715282199392065,0,0.0,0,0.04,1.4449293710455036,1.354658932252901,0.37251395480634897,0.884366617952805
658,5918.0,6328.0,1310.0,0.005,0,0,0.0,0,0.0004816806080008566,0,0.0,0,0.0,1.3277400407895552,2.0634697093639995,0.17964990763046554,0.8836795613333701
659,5235.0,6155.0,1225.0,0.0025,0,0,0.0,0,0.008498785848192822,0,0.0,0,0.0,0.3270633553995527,0.9847481737847056,0.555,0.8834057199603302
660,5803.0,3901.0,871.0,0.0025,0,0,0.4,0,0.0006768552011903869,0,0.0,0,0.02,0.6106669134648044,2.516472308313763,0.17964990763046554,0.8800584760142282
661,7969.636,9072.241,1034.0,0.0025,0,0,0.0,0,0.03648861222345797,0,0.0,0,0.0,1.1029186177905423,2.0994293413455827,0.17964990763046554,0.8795348357878402
662,10768.307,7215.64,1354.0,0.015,0,0,0.0,0,0.001992520429939659,0,0.0,0,0.01,1.7573839671442584,-0.5837113138429557,0.17964990763046554,0.8789363961346691
663,8184.0,6035.0,1431.0,0.0025,0,0,0.0,0,0.0023408664722144434,0,0.0,0,0.0,1.3277400407895552,1.4085612110210435,0.17964990763046554,0.8775157227557433
664,5284.909,8057.846,559.0,0.0025,0,0,0.0,0,0.002133259578076417,0,0.03278688524590164,0,0.0,0.8906803852775735,1.3147229435199819,0.17964990763046554,0.8747667449401286
665,8006.979,7150.022,1224.319,0.0025,0,0,0.0,0,0.10658489424765889,0,0.0,0,0.02,0.29390936648319194,0.9721077768245967,0.37251395480634897,0.8746339024092449
666,5142.0,6381.0,1183.0,0.007,0,0,0.0,0,0.005745582373338164,0,0.0,0,0.0,1.3531979720508418,1.6334986848102087,0.17964990763046554,0.8737815520484231
667,7053.0,4168.0,894.0,0.018,0,0,0.0,1,0.9733351190417744,0,0.0,0,0.26,1.0746429851708885,1.056421196325548,10.665890931652221,0.8735821085230246
668,7361.0,7467.0,1242.0,0.04,0,0,0.2,0,0.3475309537225146,0,0.06719367588932806,0,0.07,0.8429967966578266,0.9789773699303116,0.6375954356047695,0.8731059658476412
669,4004.911,7451.452,206.06,0.0025,0,0,0.0,0,0.0003678959863743702,0,0.03278688524590164,0,0.0,0.3956804635111422,2.5138933989542456,0.17964990763046554,0.8729115903791629
670,7886.0,4822.0,1195.0,0.0025,0,0,0.0,0,0.004759964288304563,0,0.0,0,0.0,0.38552378108909185,1.1589406032939547,0.555,0.8728231633003284
671,5854.0,6335.0,1336.0,0.021,0,0,0.0,0,0.0009465918825267356,0,0.0,0,0.0,1.3277400407895552,0.8729891778646481,0.17964990763046554,0.8710558885128171
672,6527.582,5117.217,1130.799,0.009,0,0,0.4,0,0.15403797116448,0,0.0,0,0.0,3.164763588506541,0.7314064481110004,0.17964990763046554,0.870322195016196
673,10985.236,6465.938,1476.65,0.0025,0,0,0.0,0,0.10248312709449629,0,0.0,0,0.0,3.26448902531916,1.1438613125033235,0.37251395480634897,0.8701761360406551
674,4909.606,6284.592,1227.0,0.062,0,0,0.0,0,0.12146237564445608,0,0.0,0,0.08,0.45575240782187376,0.8017375062705303,0.6375954356047695,0.8701396896645965
675,6274.946,9078.549,595.0,0.0025,0,0,0.0,0,1.8273682006836241e-06,0,0.0,0,0.0,0.2763503195288377,-0.7172156408567292,0.555,0.8694006709144468
676,4577.892,6490.05,920.0,0.0025,0,0,0.0,0,0.11012167982081122,0,0.0,0,0.04,0.9189615975002698,0.9706282573126254,0.17964990763046554,0.8678788579859473
677,5280.749,7050.734,924.0,0.0025,0,0,0.0,0,0.0003219252039819204,0,0.0,0,0.0,1.3277400407895552,2.531089553974705,0.17964990763046554,0.8677474164993899
678,5333.216,6546.106,1146.0,0.006,0,0,0.0,0,0.08609435184823672,0,0.0,0,0.0,0.28468141368059724,-0.19289823217056987,0.555,0.867318111460819
679,10508.997,9305.912,1307.0,0.0025,0,0,0.0,0,0.0715189960941711,0,0.0,0,0.03,2.837357724324578,0.770844755255653,0.17964990763046554,0.8664520397050617
680,6081.364,7555.682,867.529,0.023,0,0,0.0,0,0.0022855856283821112,0,0.0,0,0.0,1.1532947647043266,0.3216413761731535,0.17964990763046554,0.8657486132742682
681,4596.0,6494.0,886.0,0.08,0,0,0.0,0,0.050295416492516884,1,0.8888888888888888,0,0.14,1.5212275794466623,1.224100261468051,1.0310368953501068,0.8655067585816103
682,5671.99,6627.611,1284.399,0.742,1,1,1.0,1,0.7106746441422452,1,1.0,1,1.0,0.9845400197203911,1.2973420762043268,0.722991173496274,0.8641533113038997
683,4902.0,6377.0,1228.0,0.008,0,0,0.0,0,0.007547087515128706,0,0.0,0,0.0,0.3908209499702011,0.3092707803241854,0.555,0.8636827974550605
684,7802.957,6929.993,1350.519,0.0025,0,0,0.0,0,0.16170835914015444,0,0.0,0,0.04,0.3177931003270637,0.9108629672463981,0.37251395480634897,0.8635970896968113
685,6339.352,6818.917,1332.569,0.037,0,0,0.0,0,0.02292583122231044,0,0.02702702702702703,0,0.01,0.7902466512068262,1.174097019073355,0.4765442467801234,0.8629528972056554
686,6586.203,7508.036,1054.389,0.088,0,0,0.2,0,0.17522312253329478,0,0.06719367588932806,0,0.1,1.510202509905393,0.9277940230194446,0.37251395480634897,0.8622821961776364
687,5412.298,6352.81,1317.0,0.0025,0,0,0.0,0,0.015051924486557518,0,0.0,0,0.0,0.2763503195288376,0.4355824198627182,0.555,0.8620500269295397
688,5428.0,7562.0,754.0,0.0025,0,0,0.0,0,0.0021945046570258217,0,0.0,0,0.0,0.7923635190571027,1.2340888703374353,0.17964990763046554,0.8614616305898626
689,7688.593,6086.985,1346.024,0.0025,0,1,0.6,0,0.19372617489532154,0,0.06818181818181818,0,0.19,0.5071588952042054,1.0438952550754992,0.37251395480634897,0.8591357757210988
690,5427.85,6359.209,1317.0,0.0025,0,0,0.0,0,0.006557824777554799,0,0.0,0,0.0,0.38552378108909185,0.3052745543981147,0.555,0.8591139379799095
691,9730.406,7705.351,1128.98,0.0025,0,0,0.0,0,0.0016819886751336588,0,0.0,0,0.0,0.43276279064428974,2.170151139167322,0.555,0.8590079278511725
692,7820.0,6793.0,1329.0,0.0025,0,0,0.0,0,0.0011761471422142905,0,0.0,0,0.0,0.3274420295532055,2.7901170755437334,0.555,0.8589426504377407
693,4685.0,7904.0,320.0,0.0025,0,0,0.0,0,0.050666314626768676,0,0.0,0,0.03,3.35541615142843,0.45285043827588056,0.1867157979021039,0.8589018377963457
694,5629.737,7831.999,703.0,0.031,0,0,0.4,0,0.1757696124696345,0,0.07142857142857142,0,0.06,3.048327201222622,0.6715292909289384,10.665890931652221,0.8584448805248548
695,12070.821,9999.697,1367.0,0.005,0,0,0.0,0,0.00022628027523473435,0,0.0,0,0.01,0.38552378108909185,0.9353267263364233,0.555,0.8582518249711567
