Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm
1009,9900.955,6524.649,1456.0,0.024,0,0,0.0,0,0.028021245085221472,0,0.06719367588932806,0,0.01,0.5395016843880159
1010,6364.23,6659.329,1292.0,0.0025,0,0,0.0,0,0.015211066773321185,0,0.0,0,0.01,0.5390591641495125
1011,6983.0,7895.0,964.0,0.007,0,0,0.0,0,0.1354454838168162,0,0.0,0,0.0,0.5383649191790223
1012,6256.895,7080.973,1169.099,1.039,1,0,0.4,1,0.9658538488162991,1,1.0,1,0.82,0.5370554901566503
1013,7280.813,7626.337,1206.779,0.012,0,0,0.4,0,0.10860835202087303,0,0.0,0,0.03,0.5370554901566503
1014,12346.345,6084.521,1512.0,0.445,1,0,0.0,0,0.1019546914067963,0,0.38461538461538464,0,0.36,0.5367797907138216
1015,7498.381,9379.659,1057.0,0.0025,0,0,0.2,0,0.04605516755601004,0,0.0,0,0.01,0.5364671240516602
1016,8050.927,5914.231,1378.58,0.024,0,0,0.0,0,0.28013844635334834,0,0.06719367588932806,0,0.1,0.5352063965660936
1017,13272.551,7774.733,1386.92,0.005,0,0,0.0,0,0.04341025222273937,0,0.0,0,0.02,0.5333609063727339
1018,12426.408,9765.04,1399.0,0.012,0,0,0.0,0,0.014901052185370309,0,0.06719367588932806,0,0.13,0.5333609063727338
1019,7777.02,5872.0,1369.029,0.0025,0,0,0.4,0,0.07987695646416902,1,0.8888888888888888,0,0.13,0.5331138592526267
1020,6864.498,7807.703,1031.859,0.03,0,0,0.0,0,0.19191183677738638,0,0.06719367588932806,0,0.01,0.5331138592526266
1021,5488.196,8046.583,563.0,0.008,0,0,0.0,0,0.013635271352799011,0,0.0,0,0.0,0.5330717160201408
1022,12571.0,9326.0,1258.0,0.114,1,1,0.8,1,0.8861345091474181,1,1.0,1,0.78,0.5319838335518964
1023,8041.528,6522.543,1383.583,0.14,1,0,0.2,1,0.7085222506675632,1,1.0,1,0.86,0.5290946373570453
1024,6197.795,7319.488,1070.0,0.023,0,0,0.2,0,0.1874436017590104,1,0.8947368421052632,0,0.26,0.5267639407375799
1025,7823.0,7392.0,1133.0,0.0025,0,0,0.0,0,0.042541929346618594,0,0.0,0,0.01,0.5241764983351281
1026,10797.556,5978.833,1509.0,0.0025,0,0,0.0,0,0.03392199434009847,0,0.0,0,0.0,0.5241764983351281
1027,6072.0,8449.0,564.0,0.012,0,0,0.0,0,0.08976794143230352,0,0.0,0,0.01,0.5210973085861356
1028,6275.028,8226.694,721.0,1.254,1,0,0.2,1,0.9531442832501948,1,1.0,1,0.81,0.5210973085861356
1029,5523.253,8011.928,571.0,0.0025,0,0,0.0,0,0.07507210133764539,0,0.06719367588932806,0,0.01,0.5210973085861356
1030,5870.247,7706.339,777.0,0.0025,0,0,0.0,0,0.08155889763835844,0,0.0,0,0.02,0.5202116332352162
1031,4215.749,6669.771,639.0,0.016,0,0,0.0,0,0.036494851640312985,0,0.0,0,0.01,0.5198649419321464
1032,7756.197,7418.672,1175.0,0.013,0,0,0.0,0,0.07342251877165806,0,0.0,0,0.02,0.519474409023532
1033,5340.0,8030.0,586.0,0.007,0,0,0.0,0,0.08372405582177904,0,0.0,0,0.05,0.5181242811592743
1034,4687.75,7910.9,316.0,0.0025,0,0,0.0,0,0.0046558663930847,0,0.0,0,0.0,0.5176798114726735
1035,9385.0,6308.0,1494.0,0.0025,0,0,0.0,0,0.09239070864336837,0,0.0,0,0.02,0.5171718853956205
1036,4380.674,6388.949,890.0,0.976,1,0,0.4,0,0.08860245498329783,1,1.0,1,0.75,0.5167341029572918
1037,6581.0,7080.0,1177.0,0.28,1,0,0.2,1,0.5378558005565648,1,1.0,1,0.96,0.5162702278298128
1038,7390.36,8812.382,690.0,0.01,0,0,0.0,0,0.0191126064821279,0,0.0,0,0.05,0.5156288481116104
1039,6365.0,7602.0,924.0,0.063,0,0,0.2,0,0.34227927521216256,0,0.06719367588932806,0,0.1,0.5120097251110034
1040,4390.621,7631.221,361.0,0.0025,0,0,0.0,0,0.00025349354718237247,0,0.0,0,0.0,0.5114419354304174
1041,4912.899,6732.387,995.0,0.333,1,1,0.6,0,0.15061258706815167,1,1.0,1,0.74,0.5114378683622137
1042,6766.0,7761.0,1053.0,0.693,1,0,0.4,0,0.09062181110803519,0,0.06719367588932806,1,0.66,0.5113847380112861
1043,7388.151,8826.55,672.85,0.0025,0,0,0.0,0,0.02012987681243698,0,0.0,0,0.05,0.5104271952948012
1044,7688.593,6086.985,1346.024,0.0025,0,1,0.6,0,0.19372617489532154,0,0.06818181818181818,0,0.19,0.5071588952042054
1045,4674.0,7389.0,549.0,1.181,1,1,0.6,0,0.49292285869661506,1,1.0,1,0.9,0.5071588952042054
1046,5346.698,8030.614,593.0,0.012,0,0,0.0,0,0.29786379371597227,0,0.0,0,0.02,0.5058881284222067
1047,5412.525,8021.974,589.0,0.021,0,0,0.2,0,0.10441322027075356,0,0.06719367588932806,0,0.26,0.5042496565151025
1048,4372.395,6423.466,837.0,0.879,1,0,0.2,0,0.10647086158795176,1,1.0,1,0.7,0.5036550375037463
1049,6313.0,7609.0,919.0,0.0025,0,0,0.0,0,0.049172613503447024,0,0.0,0,0.0,0.5026776884220513
1050,5474.0,6817.0,1095.0,0.072,0,0,0.4,0,0.49833252457783933,0,0.06719367588932806,0,0.08,0.5026296469291128
1051,10768.307,7210.64,1354.6,0.0025,0,0,0.0,0,0.002221540114642499,0,0.0,0,0.04,0.5015331008676444
1052,6159.193,8369.36,614.0,0.13,1,0,0.2,0,0.10134954277752944,0,0.06719367588932806,1,0.63,0.49998448159996145
1053,6369.0,7187.0,1154.0,0.956,1,0,0.4,0,0.3173925302217449,1,0.8888888888888888,1,0.72,0.49986894562708356
1054,9571.773,5811.561,1410.489,0.0025,0,0,0.4,0,0.04307059955746856,0,0.06818181818181818,0,0.04,0.4998405783429457
1055,5475.0,6712.0,1135.0,0.012,0,0,0.0,0,0.14497176009494192,0,0.0,0,0.01,0.496373975266243
1056,6504.037,7781.998,941.609,0.051,0,0,0.0,0,0.08940087573230619,0,0.06818181818181818,0,0.02,0.4962800857542099
1057,10924.817,6010.615,1523.0,0.0025,0,0,0.0,0,0.02467246441144117,0,0.0,0,0.0,0.4954050746193628
1058,5538.733,6831.542,1068.0,0.073,0,0,0.0,0,0.23574310098166956,0,0.06719367588932806,0,0.3,0.49501945391610747
1059,6430.254,7774.135,936.0,0.026,0,0,0.0,0,0.15861477450982958,0,0.0,0,0.03,0.49501945391610747
1060,9466.0,6973.0,1451.0,0.01,0,0,0.0,0,0.11487381034059022,0,0.06719367588932806,0,0.01,0.49501945391610724
1061,7474.034,7385.265,1266.0,0.167,1,1,0.6,0,0.48100995601087143,1,0.8947368421052632,1,0.9,0.4942990184056951
1062,10796.085,5752.192,1533.93,0.013,0,0,0.2,0,0.05098226189879684,0,0.06719367588932806,0,0.06,0.49396384221596307
1063,6866.0,7805.0,1027.0,0.008,0,0,0.0,0,0.1703021796016624,0,0.06719367588932806,0,0.02,0.4923838325056785
1064,7646.0,7409.0,1213.0,0.005,0,0,0.0,0,0.07918913008964774,0,0.0,0,0.01,0.4915888632108397
1065,14248.236,9077.789,1385.149,0.009,0,0,0.0,0,0.04600112240102348,0,0.0,0,0.0,0.48921715867829935
1066,10293.22,6104.378,1471.83,0.008,0,0,0.0,0,0.10714939981326048,0,0.0,0,0.06,0.48700733618273656
1067,7748.306,7163.76,1273.0,0.014,0,0,0.2,0,0.11356609853018602,0,0.06818181818181818,0,0.07,0.4869494002765556
1068,7449.0,7200.0,1277.0,0.365,1,0,0.2,0,0.06940742854247536,0,0.0,0,0.49,0.4869494002765556
1069,6973.099,4908.679,1117.0,0.401,1,0,0.2,1,0.5657831073282102,1,1.0,1,0.8,0.4869043355376148
1070,8163.963,6310.01,1422.299,0.041,0,0,0.2,0,0.22754877426760603,0,0.06719367588932806,0,0.1,0.48679051002596585
1071,4386.0,6396.0,862.0,0.086,0,0,0.4,0,0.0034723496869551104,0,0.0,0,0.06,0.48596900876284693
1072,6842.361,7921.866,970.0,0.183,1,0,0.4,0,0.20335719834453586,0,0.03278688524590164,1,0.71,0.48530844280358015
1073,8605.53,5590.24,1286.7,0.005,0,0,0.0,0,0.054069591749535524,0,0.0,0,0.01,0.48496585863189035
1074,7333.999,7453.029,1280.549,0.013,0,0,0.0,0,0.058606123175401884,0,0.06719367588932806,0,0.08,0.4831533937795223
1075,5863.0,3931.0,844.0,0.0025,0,0,0.2,0,0.26938506231229786,0,0.06818181818181818,0,0.03,0.4807567579028462
1076,5274.423,7299.46,835.679,0.0025,0,1,0.6,0,0.185818509752273,0,0.0,0,0.05,0.4797957018511507
1077,5437.789,6313.731,1305.0,0.039,0,0,0.0,0,0.05472352800335206,0,0.0,0,0.01,0.4785933390057144
1078,7443.802,7447.359,1279.0,0.009,0,0,0.2,0,0.06441772068756386,0,0.06719367588932806,0,0.03,0.4771394089895854
1079,4902.394,6760.422,959.0,0.676,1,0,0.4,0,0.3093860035218923,1,0.8888888888888888,1,0.7,0.4762699673695493
1080,5604.192,7861.974,673.0,0.017,0,0,0.0,0,0.35275991143868163,0,0.0,0,0.12,0.4758679501100301
1081,7391.054,8812.927,689.0,0.0025,0,0,0.0,0,0.005915023957058946,0,0.0,0,0.01,0.4754949367252999
1082,10405.918,6048.194,1483.0,0.008,0,0,0.0,0,0.003621745187951725,0,0.0,0,0.02,0.47262745924327487
1083,5068.828,6388.097,1251.0,0.01,0,0,0.0,0,0.06001535738252102,0,0.0,0,0.01,0.47161058553981294
1084,9402.0,6294.0,1509.0,0.0025,0,0,0.0,0,0.07040326490333382,0,0.03278688524590164,0,0.01,0.4703520266465486
1085,5424.0,6768.0,1098.0,0.853,1,1,0.6,0,0.41788940498151433,1,1.0,1,0.87,0.47014694418921266
1086,5417.933,7122.751,881.0,0.011,0,0,0.0,0,0.06083043148565925,0,0.06719367588932806,0,0.0,0.46851839798465056
1087,4815.0,5866.0,1018.0,0.023,0,0,0.2,0,0.36172823882650873,0,0.0,0,0.0,0.4656403731340618
1088,4677.064,6179.99,1087.0,0.028,0,0,0.2,0,0.011687941182078642,0,0.0,0,0.0,0.4655549604587669
1089,5599.653,7836.193,694.0,0.01,0,0,0.2,0,0.1373301402125002,0,0.06719367588932806,0,0.07,0.4653754124494589
1090,7564.877,6330.717,1304.417,0.043,0,0,0.0,0,0.12235159604439538,0,0.0,0,0.11,0.4646161681423823
1091,11050.14,6507.386,1496.27,0.026,0,0,0.2,0,0.07237993731067714,0,0.0,0,0.0,0.46208363556167853
1092,6298.897,6480.536,1285.0,0.026,0,0,0.2,0,0.04465310003018796,1,0.6666666666666666,0,0.14,0.4620836355616785
1093,12478.483,9389.735,1367.0,0.034,0,0,0.2,0,5.556257892658186e-05,1,0.6666666666666666,0,0.13,0.4620836355616785
1094,7359.267,8649.93,635.17,0.0025,0,0,0.0,0,0.003146622159035923,0,0.0,0,0.0,0.4620836355616785
1095,7549.7,7443.748,1247.0,0.032,0,0,0.0,0,0.08381109477621136,0,0.06719367588932806,0,0.1,0.46204428159655125
1096,5338.0,6092.0,1214.0,0.01,0,0,0.0,0,0.08614965290579989,0,0.0,0,0.03,0.46154284215624136
1097,10884.151,6855.847,1420.0,0.0025,0,0,0.0,0,0.011578570560512404,0,0.0,0,0.04,0.4615379354832948
1098,3367.765,6979.527,43.0,0.071,0,0,0.4,1,0.6397717194872576,0,0.0,0,0.02,0.4610154093628133
1099,7957.723,7749.313,1039.0,0.0025,0,0,0.0,0,0.018076695817051784,0,0.0,0,0.0,0.459644683355312
1100,8038.942,5594.018,1485.94,0.007,0,0,0.0,0,0.063669154645117,0,0.06719367588932806,0,0.02,0.4591866749701137
1101,4641.46,6627.546,875.0,0.012,0,0,0.0,0,0.17276484380368018,0,0.06818181818181818,0,0.07,0.4591866749701137
1102,8247.712,8643.854,1008.0,0.176,1,1,0.6,1,0.9824013948303969,1,0.6666666666666666,1,0.68,0.4589660621744764
1103,4615.867,6342.23,1039.0,0.034,0,0,0.4,0,0.2040084105875362,0,0.06818181818181818,0,0.02,0.4584140027903739
1104,5398.0,6853.0,1052.0,0.073,0,0,0.0,0,0.2130225580500033,0,0.06818181818181818,0,0.05,0.4583532489167295
1105,9444.0,6426.0,1495.0,0.006,0,0,0.0,0,0.08128381290529267,0,0.03278688524590164,0,0.01,0.4560910772311464
1106,4909.606,6284.592,1227.0,0.062,0,0,0.0,0,0.12146237564445608,0,0.0,0,0.08,0.45575240782187376
1107,7688.0,7382.0,1187.0,0.005,0,0,0.0,0,0.022111528308810944,0,0.0,0,0.01,0.4557223897891898
1108,9748.088,7293.679,1274.99,0.165,1,1,0.6,0,0.19717464596716416,1,1.0,1,0.68,0.4554352330652114
1109,5409.71,6351.854,1317.0,0.005,0,0,0.2,0,0.05954612674099604,0,0.0,0,0.06,0.4543968214038635
1110,7518.399,5690.262,1286.0,0.005,0,0,0.0,0,0.017194748787761695,0,0.0,0,0.01,0.4541074493123069
1111,7993.0,5462.0,1490.0,0.029,0,0,0.0,0,0.07235582147151302,0,0.06719367588932806,0,0.02,0.4521344196355782
1112,7387.851,8826.55,672.85,0.0025,0,0,0.0,0,0.003726965495566781,0,0.0,0,0.0,0.45156210870259195
1113,7343.085,8828.71,697.0,0.033,0,0,0.0,0,0.03658924158196683,0,0.0,0,0.01,0.45156210870259195
1114,7388.521,8826.55,672.85,0.0025,0,0,0.0,0,0.00625258852437289,0,0.0,0,0.0,0.45156210870259195
1115,7812.048,6934.05,1350.519,0.03,0,0,0.0,0,0.09851432753207054,0,0.0,0,0.3,0.4512491406376537
1116,8212.049,6290.027,1422.299,0.012,0,0,0.0,0,0.10533555733009296,0,0.06719367588932806,0,0.05,0.44967577748418264
1117,4844.595,6211.493,1255.079,0.007,0,0,0.0,0,0.0066954945147849505,0,0.0,0,0.0,0.44963778792612696
1118,4451.654,5964.343,909.0,0.0025,0,0,0.0,0,0.18066093457259647,0,0.0,0,0.0,0.4492242554703022
1119,8431.0,7254.0,1221.999,0.0025,0,0,0.0,0,0.010208421721319574,0,0.0,0,0.0,0.4492242554703022
1120,11548.95,9832.829,1412.9,0.012,0,0,0.0,0,0.035360245684602915,0,0.06818181818181818,0,0.07,0.44832501474308817
1121,6586.0,7102.0,1158.0,1.221,1,0,0.4,1,0.9795860821003446,1,1.0,1,0.72,0.44720580014255495
1122,7575.139,7477.736,1205.0,0.011,0,0,0.0,0,0.06082457836563554,0,0.06818181818181818,0,0.0,0.44497440103514957
1123,6335.0,7119.0,1193.0,0.071,0,0,0.0,0,0.29335112755472054,0,0.4666666666666667,0,0.06,0.44366360574007657
1124,8171.022,7022.044,1317.179,0.005,0,0,0.0,0,0.10525986127311296,0,0.03278688524590164,0,0.0,0.4424272153437822
1125,4846.153,6213.969,1157.0,0.235,1,0,0.4,0,0.24901071564223626,1,1.0,0,0.31,0.4420969601141798
1126,4834.949,6210.729,1102.589,0.021,0,0,0.4,0,0.17696452115690642,0,0.02702702702702703,0,0.06,0.4420969601141798
1127,5556.843,6807.053,1156.639,0.713,1,1,0.6,0,0.49711374634475863,1,1.0,1,0.85,0.4403241940051798
1128,7753.403,7446.545,1170.169,0.013,0,0,0.2,0,0.07297410741065337,0,0.0,0,0.0,0.4399718480337572
1129,7416.0,9167.0,948.0,0.0025,0,0,0.0,0,0.007066273594440524,0,0.0,0,0.0,0.4396326079719751
1130,3862.251,6485.861,510.0,0.028,0,0,0.0,0,0.22988261618310596,0,0.0,0,0.02,0.4385651195697785
1131,4653.335,6315.891,1063.0,0.246,1,1,0.6,1,0.7297280443926604,1,1.0,1,0.88,0.43842382050558065
1132,4995.0,8213.0,382.0,0.01,0,0,0.2,0,0.19326922773422966,0,0.0,0,0.02,0.43820993901165295
1133,363.0,8021.0,790.0,0.0025,0,0,0.4,0,0.225495223946444,0,0.0,0,0.02,0.4378340358567687
1134,6174.443,7369.29,1034.5,0.449,1,0,0.4,0,0.4500728154846643,1,0.8947368421052632,1,0.87,0.4377809025719437
1135,7767.173,7369.335,1199.0,0.01,0,0,0.0,0,0.06895424448067951,0,0.0,0,0.02,0.4374865668493377
1136,7516.522,7507.41,1234.0,0.021,0,0,0.0,0,0.17275001918635913,0,0.4666666666666667,0,0.07,0.4371570952340108
1137,7548.013,7478.601,1244.0,0.005,0,0,0.0,0,0.15630098720385036,0,0.0,0,0.0,0.4371570952340108
1138,8232.041,6952.02,1317.179,0.012,0,0,0.0,0,0.0850575218728082,0,0.06719367588932806,0,0.01,0.4368981410482777
1139,7715.0,7227.0,1271.0,0.0025,0,0,0.0,0,0.0019842372276107187,0,0.0,0,0.0,0.4342754772840126
1140,11986.986,7930.563,1364.0,0.0025,0,0,0.0,0,1.4594020516671024e-05,0,0.0,0,0.0,0.4342754772840126
1141,5225.0,6407.0,1231.0,0.008,0,0,0.0,0,0.012642741129335494,0,0.0,0,0.03,0.4342754772840126
1142,7593.0,7660.0,1133.0,0.0025,0,0,0.0,0,0.015437697526376946,0,0.06719367588932806,0,0.02,0.4342255679016491
1143,6389.0,7482.0,974.0,0.008,0,0,0.0,0,0.038787079322204494,0,0.0,0,0.03,0.43422556790164907
1144,9494.0,6797.0,1480.0,0.012,0,0,0.2,0,0.1517438343336696,0,0.0,0,0.08,0.434139165896601
1145,10760.233,5765.308,1540.0,0.05,0,0,0.2,0,0.13679690331555225,0,0.06719367588932806,0,0.17,0.433938876104343
1146,9730.406,7705.351,1128.98,0.0025,0,0,0.0,0,0.0016819886751336588,0,0.0,0,0.0,0.43276279064428974
1147,9372.0,6273.0,1492.0,0.034,0,0,0.0,0,0.0735717444788094,0,0.0,0,0.14,0.43209140740259117
1148,7873.0,7354.0,1165.0,0.006,0,0,0.0,0,0.056921834952485297,0,0.06719367588932806,0,0.13,0.43121193474628927
1149,4564.0,6217.0,981.0,0.047,0,0,0.2,0,0.3726171576778408,0,0.06818181818181818,0,0.11,0.431099421575786
1150,13481.987,7834.53,1461.28,0.093,0,0,0.0,0,0.03519946240542901,1,1.0,0,0.35,0.43103395344738515
1151,7834.0,5424.0,1436.0,0.005,0,0,0.2,0,0.012722357749369986,0,0.0,0,0.0,0.43103395344738515
1152,5568.791,8001.131,589.0,0.006,0,0,0.0,0,0.11905208502452315,0,0.0,0,0.08,0.4305179761098234
1153,5338.112,8030.053,590.0,0.0025,0,0,0.0,0,0.08431635382568313,0,0.0,0,0.01,0.4305179761098234
1154,6421.0,7821.0,915.0,1.254,1,0,0.2,0,0.065877598212452,0,0.06719367588932806,1,0.74,0.4305179761098234
1155,9473.0,6878.0,1461.0,0.0025,0,0,0.0,0,0.07465836892979993,0,0.0,0,0.0,0.43026243519031376
1156,4963.1,6649.0,1053.0,1.405,1,1,0.6,1,0.502948258039929,0,0.4666666666666667,1,0.63,0.4299081459520242
1157,4984.0,6404.0,1193.0,0.017,0,0,0.0,0,0.24345919900342866,0,0.06719367588932806,0,0.06,0.4298412347031888
1158,6509.909,8350.544,743.0,0.0025,0,0,0.2,0,0.3126836650079094,0,0.0,0,0.02,0.42984013378309216
1159,10942.979,6014.762,1528.0,0.017,0,0,0.2,0,0.09105331859642046,0,0.06719367588932806,0,0.07,0.4297948490632352
1160,6387.0,8328.0,673.0,0.0025,0,0,0.0,0,0.2306969042446124,0,0.0,0,0.0,0.4283856764903148
1161,5155.0,6439.0,1187.0,0.039,0,0,0.0,0,0.05997610467651997,0,0.02702702702702703,0,0.05,0.42835580708948495
1162,6415.0,7251.0,1107.0,0.028,0,0,0.4,0,0.30166974868139196,0,0.02702702702702703,0,0.13,0.42799043666759107
1163,4993.402,8199.455,413.0,0.0025,0,0,0.4,0,0.31672907591912436,0,0.0,0,0.04,0.426819529151062
1164,8189.023,6997.946,1317.179,0.017,0,0,0.0,0,0.1124500596571637,0,0.06818181818181818,0,0.01,0.4258409498054846
1165,7444.054,7339.262,1281.0,0.321,1,0,0.4,1,0.7351928062332271,1,1.0,1,0.83,0.4258409498054846
1166,5243.787,7153.792,839.0,0.041,0,0,0.2,0,0.029579199069314898,0,0.0,0,0.04,0.4255941806407033
1167,5512.583,8019.745,569.0,0.008,0,0,0.0,0,0.10202559245951559,0,0.0,0,0.0,0.42437470215796097
1168,5432.275,8355.507,561.0,0.0025,0,0,0.0,0,0.037509142380954826,0,0.0,0,0.01,0.42437470215796097
1169,5931.0,8505.0,504.0,0.0025,0,0,0.0,0,0.020342007059230054,0,0.0,0,0.01,0.42437470215796097
1170,5105.85,8321.0,360.0,0.0025,0,0,0.0,0,2.307611480559428e-07,0,0.03278688524590164,0,0.0,0.4242808027180328
1171,10746.435,5781.052,1519.0,0.0025,0,0,0.2,0,0.03385525048380572,0,0.0,0,0.0,0.4222637116468276
1172,6240.0,7406.0,1015.0,0.0025,0,0,0.0,0,0.0011781470471215493,0,0.0,0,0.0,0.4215476378590439
1173,6671.0,6994.0,1249.0,0.0025,0,0,0.0,0,0.002105973571443955,0,0.0,0,0.0,0.4215476378590439
1174,6459.0,7315.0,1078.0,0.0025,0,0,0.0,0,0.005986418181450694,0,0.0,0,0.0,0.4215476378590439
1175,6615.0,7184.0,1073.0,0.0025,0,0,0.0,0,0.0020799982634923,0,0.0,0,0.0,0.4215476378590439
1176,10336.166,9037.969,1222.0,0.005,0,0,0.0,0,0.0038688581566480233,0,0.0,0,0.0,0.4215476378590439
1177,7552.0,5299.0,1399.0,0.0025,0,0,0.0,0,0.0030392145645949,0,0.0,0,0.0,0.4215476378590439
1178,8918.989,8950.516,1087.94,0.0025,0,0,0.0,0,0.0009894633384637645,0,0.0,0,0.0,0.4215476378590439
1179,7254.0,5305.0,1371.0,0.0025,0,0,0.0,0,0.003792405090702384,0,0.0,0,0.0,0.4215476378590439
1180,12831.31,6542.322,1529.17,0.0025,0,0,0.0,0,0.002571668610489447,0,0.0,0,0.0,0.4215476378590439
1181,5256.0,7041.0,925.0,0.0025,0,0,0.0,0,0.002926973490764038,0,0.0,0,0.0,0.4215476378590439
1182,3884.067,6550.643,511.0,0.013,0,0,0.0,0,0.007021379080520778,0,0.0,0,0.02,0.4215476378590439
1183,8873.549,8732.284,1049.08,0.0025,0,0,0.0,0,0.004980796714584385,0,0.0,0,0.0,0.4215476378590439
1184,7149.0,7626.0,1129.0,0.0025,0,0,0.0,0,0.00244720463781123,0,0.0,0,0.0,0.4215476378590439
1185,7147.0,7237.0,1152.0,0.0025,0,0,0.0,0,0.002417984757926208,0,0.0,0,0.0,0.4215476378590439
1186,7434.0,7645.0,1241.0,0.0025,0,0,0.0,0,0.00144634827282456,0,0.0,0,0.0,0.4215476378590439
1187,7507.0,7425.0,1249.0,0.011,0,0,0.0,0,0.0018880732299818345,0,0.0,0,0.0,0.4215476378590439
1188,7765.0,5021.0,1284.0,0.0025,0,0,0.0,0,0.005414668484292129,0,0.0,0,0.0,0.4215476378590439
1189,7728.0,6814.0,1298.0,0.0025,0,0,0.0,0,0.0017188200103579005,0,0.0,0,0.0,0.4215476378590439
1190,6662.0,7068.0,1203.0,0.0025,0,0,0.0,0,0.0030011092790479888,0,0.0,0,0.0,0.4215476378590439
1191,4577.0,6061.0,967.0,0.0025,0,0,0.0,0,0.00734455323494504,0,0.0,0,0.01,0.4215476378590439
1192,6690.0,7271.0,1074.0,0.0025,0,0,0.0,0,0.0028994551812290656,0,0.0,0,0.0,0.4215476378590439
1193,10861.0,9241.0,1258.0,0.0025,0,0,0.0,0,0.004648264062265306,0,0.0,0,0.0,0.42127159738165676
1194,5218.0,8313.0,372.0,0.009,0,0,0.0,0,0.0073581948389229756,1,0.6666666666666666,0,0.05,0.4209509590726559
1195,5317.0,6395.0,1250.0,0.011,0,0,0.2,0,0.07571749037005696,0,0.0,0,0.01,0.42014093666432567
1196,13794.0,0.0,1260.0,0.005,0,0,0.2,0,0.009233398379754027,0,0.0,0,0.01,0.4195987555031496
1197,5560.397,6800.527,1156.639,0.657,1,0,0.4,0,0.4709098479421657,0,0.38461538461538464,1,0.82,0.4179477357230701
1198,4687.6,7912.45,326.0,0.006,0,0,0.0,0,0.0011641241015008812,0,0.0,0,0.0,0.4174771255075812
1199,7409.0,7319.0,1289.0,0.147,1,0,0.2,0,0.10251816484727219,1,0.8947368421052632,1,0.75,0.41734513349410524
1200,10934.55,6544.0,1443.0,0.0025,0,0,0.2,0,0.041010204250440184,0,0.03278688524590164,0,0.01,0.41734513349410524
1201,6756.999,7698.019,1054.389,0.046,0,0,0.2,0,0.1482678479151308,0,0.06719367588932806,0,0.04,0.4171976068815252
1202,10748.0,7228.556,1345.99,0.0025,0,0,0.0,0,2.8709082005203283e-05,0,0.0,0,0.02,0.41716030629787015
1203,13529.16,7590.352,1458.09,0.0025,0,0,0.0,0,0.0001603103258668043,0,0.0,0,0.0,0.4165436763926632
1204,12767.646,6507.378,1557.0,0.0025,0,0,0.0,0,0.00203325334418622,0,0.0,0,0.0,0.4165436763926632
1205,12175.346,10011.087,1386.0,0.011,0,0,0.0,0,0.0015060689726969644,1,0.7,0,0.02,0.4165436763926632
1206,13551.816,7643.218,1460.51,0.0025,0,0,0.0,0,0.00011312762233713806,0,0.0,0,0.0,0.4165436763926632
1207,7746.951,7334.899,1214.0,0.007,0,0,0.0,0,0.09775148748037728,0,0.06818181818181818,0,0.0,0.4159177973449592
1208,7611.929,7485.914,1201.0,0.008,0,0,0.0,0,0.02715979398374752,0,0.0,0,0.0,0.41572276741122255
1209,9460.0,6415.0,1506.0,0.0025,0,0,0.2,0,0.12662606112183206,0,0.03278688524590164,0,0.06,0.41561996764674347
1210,16047.285,9179.101,1375.689,0.046,0,0,0.2,0,3.759056936213115e-05,1,1.0,0,0.37,0.4148376876106746
1211,4508.0,7800.0,336.0,0.053,0,0,0.4,0,0.12785097579133345,1,0.7,0,0.21,0.4147869240794344
1212,7502.394,7983.141,1014.0,0.005,0,0,0.0,0,0.012880266440224341,0,0.06719367588932806,0,0.02,0.4140024452400755
1213,5154.877,6439.086,1186.8,0.079,0,0,0.2,0,0.07261616021170984,0,0.0,0,0.13,0.4110395648821172
1214,6777.825,7997.316,955.0,0.182,1,0,0.2,0,0.0865333139180036,0,0.06818181818181818,1,0.69,0.4106623900406509
1215,5144.416,7638.749,617.0,0.009,0,0,0.2,0,0.04110148529172618,0,0.06719367588932806,0,0.03,0.4102634937315411
1216,9898.519,6509.823,1454.0,0.023,0,0,0.0,0,0.01705050116252976,0,0.0,0,0.05,0.40933374565274044
1217,7878.329,7367.657,1121.959,0.0025,0,0,0.0,0,0.07908143195605623,0,0.0,0,0.08,0.40913386054130707
1218,6268.254,8201.132,730.0,0.007,0,0,0.0,0,0.012034207374323803,0,0.0,0,0.01,0.40737745283668647
1219,10535.913,9327.418,1321.0,0.005,0,0,0.0,0,0.0012815937863410788,0,0.0,0,0.0,0.40664622065125805
1220,8057.901,6335.051,1376.543,0.03,0,0,0.2,0,0.1488936150193479,0,0.0,1,0.57,0.4056549688171743
1221,9450.959,6322.051,1496.709,0.014,0,0,0.0,0,0.08331870063216411,0,0.06719367588932806,0,0.03,0.40486753432334255
1222,5552.0,8319.0,598.0,0.101,1,0,0.4,0,0.14806742041586804,0,0.06719367588932806,1,0.73,0.40454055412007905
1223,3220.0,6270.0,208.0,0.0025,0,0,0.0,0,0.04835097642645496,0,0.0,0,0.01,0.40377644461421847
1224,9371.0,6266.0,1495.0,0.024,0,0,0.2,0,0.1349008143929965,0,0.06719367588932806,0,0.05,0.40347787366673205
1225,7728.064,7196.688,1269.0,0.013,0,0,0.2,0,0.08708253988691002,1,0.8888888888888888,0,0.12,0.40242095234280784
