Rank,East,North,Level,Au_ppm,target_Au,KNN_pred,KNN_proba,Regresion_Logistica_pred,Regresion_Logistica_proba,Arbol_Decision_pred,Arbol_Decision_proba,Random_Forest_pred,Random_Forest_proba,KNN_Regressor_pred_ppm
1841,5416.856,6990.309,973.0,0.0025,0,0,0.0,0,0.09260655107045655,0,0.0,0,0.01,0.3044823647206258
1842,10875.946,6040.388,1480.46,0.0025,0,0,0.0,0,0.022315307462370936,0,0.06719367588932806,0,0.01,0.30448236472062573
1843,7747.847,7168.944,1272.0,0.025,0,0,0.2,0,0.10674155693822705,0,0.06719367588932806,0,0.09,0.30418616305335144
1844,6285.813,8211.679,715.0,0.095,0,0,0.0,0,0.03781664948223584,0,0.06719367588932806,0,0.03,0.303953189447368
1845,5292.965,8045.829,567.0,0.01,0,0,0.0,0,0.11807538411617412,0,0.0,0,0.0,0.303953189447368
1846,6080.0,8427.0,566.0,0.043,0,0,0.0,0,0.10106860405501848,0,0.06818181818181818,0,0.03,0.30395318944736793
1847,13566.359,7659.223,1461.89,0.0025,0,0,0.0,0,0.016529116280273412,0,0.0,0,0.0,0.3037241218861891
1848,12506.71,9377.052,1326.0,0.079,0,0,0.2,0,0.0005384896079922467,0,0.0,0,0.18,0.30208733227261236
1849,5413.353,6353.14,1317.0,0.014,0,0,0.2,0,0.14198954548635812,0,0.06818181818181818,0,0.02,0.2997954119478122
1850,11801.243,9925.7,1367.0,0.035,0,0,0.0,0,0.011865224320695453,0,0.06818181818181818,0,0.04,0.29950966184740535
1851,7646.0,7414.0,1201.0,0.019,0,0,0.0,0,0.023307792600420523,0,0.0,0,0.01,0.29923344290028636
1852,11665.294,7865.684,1314.0,0.0025,0,0,0.0,0,0.0006035674172834625,0,0.03278688524590164,0,0.0,0.29921149977487044
1853,6848.0,6820.0,1298.0,0.049,0,0,0.4,0,0.13972385799091022,1,0.6666666666666666,0,0.25,0.298900460301644
1854,5360.0,6440.0,1234.0,0.03,0,0,0.0,0,0.07923960087179117,0,0.06719367588932806,0,0.08,0.2981736065244086
1855,11973.089,10040.492,1363.75,0.01,0,0,0.0,0,4.457527549866632e-05,0,0.06719367588932806,0,0.2,0.29713755284451776
1856,5211.113,7777.32,594.0,0.0025,0,0,0.0,0,0.017582901781101563,0,0.0,0,0.01,0.29648201362072496
1857,8400.0,5163.0,1248.0,0.156,1,0,0.2,0,0.13638368929573919,0,0.06719367588932806,1,0.66,0.29648201362072496
1858,5154.828,6439.146,1186.5,0.008,0,0,0.0,0,0.0397657020572639,0,0.02702702702702703,0,0.05,0.29648201362072496
1859,5155.399,6439.088,1186.9,0.006,0,0,0.2,0,0.032987149479624014,0,0.0,0,0.04,0.29648201362072496
1860,7652.489,9380.671,1004.9,0.005,0,0,0.2,0,0.08143960606744595,0,0.0,0,0.03,0.29648201362072496
1861,5278.899,6322.572,1312.0,0.013,0,0,0.2,0,0.0973292558979624,0,0.0,0,0.01,0.296122223358499
1862,5020.0,6714.0,1000.0,0.126,1,0,0.0,0,0.21685673071965814,0,0.06818181818181818,0,0.06,0.2954082744579763
1863,12372.0,9466.0,1400.0,0.026,0,0,0.2,0,0.12208522863433148,0,0.06719367588932806,0,0.05,0.2948700784028428
1864,4650.153,6304.18,1061.0,0.255,1,1,0.6,0,0.3026163749054447,0,0.4666666666666667,1,0.67,0.29453633229988724
1865,8006.979,7150.022,1224.319,0.0025,0,0,0.0,0,0.10658489424765889,0,0.0,0,0.02,0.29390936648319194
1866,6255.471,8251.829,697.0,0.097,0,0,0.0,0,0.29768433957756374,0,0.07142857142857142,0,0.21,0.2937019443984848
1867,5539.211,6856.855,1055.0,0.09,0,0,0.2,0,0.18066265371596635,0,0.06719367588932806,0,0.21,0.293406076163469
1868,10961.628,5933.863,1531.18,0.01,0,0,0.0,0,0.016990104122231824,0,0.06719367588932806,0,0.03,0.2933987766475144
1869,4522.1,7817.8,320.0,0.005,0,0,0.0,0,0.0005191124932632965,0,0.0,0,0.04,0.29306503832381803
1870,9897.863,6508.022,1455.0,0.029,0,0,0.0,0,0.0049093220040687694,0,0.0,0,0.02,0.2920162193514658
1871,4422.475,7521.769,384.0,0.0025,0,0,0.0,0,0.0017980909814130411,0,0.0,0,0.0,0.29092560109856813
1872,7607.886,6190.909,1317.929,0.0025,0,0,0.2,0,0.19461133996811245,0,0.06818181818181818,0,0.15,0.28985190997020155
1873,4620.0,6407.0,998.0,0.047,0,0,0.0,0,0.002615771148947716,0,0.0,0,0.02,0.2897314518829461
1874,6737.494,6511.198,1229.269,0.026,0,0,0.4,0,0.33703088349546106,0,0.06719367588932806,0,0.3,0.28841869317763874
1875,3706.803,6092.985,573.0,0.35,1,0,0.4,0,0.14394988138337156,1,1.0,1,0.75,0.28841869317763874
1876,4820.35,6134.421,1178.0,0.005,0,0,0.0,0,0.02975592953221296,0,0.0,0,0.01,0.2879399450239638
1877,4813.369,6129.726,1178.0,0.005,0,0,0.0,0,0.026919641506034868,0,0.0,0,0.0,0.28793994502396375
1878,12333.0,9378.0,1370.0,0.02,0,0,0.2,0,0.01065164090001619,0,0.06719367588932806,0,0.08,0.2870353712146351
1879,5182.0,6696.0,1017.0,0.0025,0,0,0.0,0,0.0029029459789653373,0,0.0,0,0.0,0.28556526092851975
1880,0.0,9216.0,817.0,0.0025,0,0,0.0,0,6.985283056179243e-05,0,0.0,0,0.0,0.28534740572923867
1881,11969.984,9250.353,1304.83,0.0025,0,0,0.0,0,0.00010325073607299417,0,0.0,0,0.0,0.28534740572923856
1882,3310.345,6922.672,20.0,0.019,0,0,0.0,0,0.00010238927723117962,0,0.0,0,0.04,0.2850098579325963
1883,3975.356,6291.86,626.0,0.006,0,0,0.0,0,0.0030744730966933663,0,0.0,0,0.0,0.2846814136805973
1884,4986.355,8192.968,400.0,0.019,0,0,0.0,0,0.03983175435330939,0,0.06719367588932806,0,0.03,0.2846814136805973
1885,4727.0,6633.0,912.0,0.048,0,0,0.0,0,0.06049225486428609,0,0.06719367588932806,0,0.05,0.2846814136805973
1886,5560.141,6800.232,1156.639,0.083,0,0,0.0,0,0.02178423480221979,0,0.06719367588932806,0,0.03,0.2846814136805973
1887,5333.216,6546.106,1146.0,0.006,0,0,0.0,0,0.08609435184823672,0,0.0,0,0.0,0.28468141368059724
1888,12291.151,9344.202,1358.05,0.017,0,0,0.0,0,0.0026640013673611875,1,1.0,0,0.41,0.2835903640706803
1889,5599.0,6591.0,1223.0,0.0025,0,0,0.0,0,0.0028703963012634637,0,0.0,0,0.0,0.2823718422498907
1890,7711.0,6971.0,1317.0,0.0025,0,0,0.0,0,0.015195622676918449,0,0.0,0,0.0,0.2823718422498907
1891,8940.0,5296.0,1174.0,0.0025,0,0,0.0,0,0.008215632229206906,0,0.0,0,0.0,0.2823718422498907
1892,7615.0,6483.0,1038.0,0.008,0,0,0.0,0,0.004194451159471604,0,0.0,0,0.0,0.2823718422498907
1893,7436.362,4377.58,944.0,0.0025,0,0,0.0,0,0.014754893494418091,0,0.0,0,0.0,0.2823718422498906
1894,13415.978,7867.289,1457.0,0.071,0,0,0.0,0,0.0009634758103102996,0,0.0,0,0.0,0.2823718422498906
1895,7232.238,4423.497,923.0,0.0025,0,0,0.0,0,0.008201664912409541,0,0.0,0,0.0,0.2823718422498906
1896,5727.759,6451.983,1332.0,0.008,0,0,0.0,0,0.29076781551357267,0,0.0,0,0.03,0.2803388408095406
1897,6362.703,6658.752,1292.0,0.009,0,0,0.2,0,0.08359466148871415,0,0.06818181818181818,0,0.07,0.2801586871026583
1898,12369.0,6246.0,1488.0,0.0025,0,0,0.0,0,0.0031079868005403463,0,0.0,0,0.0,0.28009205566249196
1899,5052.817,6403.458,1235.0,0.0025,0,0,0.0,0,0.013872904768536315,0,0.0,0,0.0,0.28009205566249196
1900,6847.0,6690.0,1358.0,0.0025,0,0,0.0,0,0.006668282440907003,0,0.0,0,0.0,0.28009205566249196
1901,7388.0,5177.0,1308.0,0.0025,0,0,0.0,0,0.00587199145404589,0,0.0,0,0.01,0.28009205566249185
1902,7299.823,5787.374,1183.0,0.0025,0,0,0.0,0,0.0027641701633198215,0,0.0,0,0.0,0.28009205566249185
1903,7450.437,5620.751,1286.0,0.0025,0,0,0.0,0,0.004069778514109581,0,0.0,0,0.01,0.28009205566249185
1904,8879.033,8654.444,1019.0,0.0025,0,0,0.0,0,0.001101120919445511,0,0.0,0,0.0,0.28009205566249185
1905,5972.0,3917.0,883.0,0.0025,0,0,0.0,0,0.0003600705095372044,0,0.0,0,0.0,0.28009205566249185
1906,9159.0,6615.0,1348.0,0.006,0,0,0.0,0,0.0008196364122675412,0,0.0,0,0.0,0.28009205566249185
1907,5039.128,6497.076,1140.0,0.006,0,0,0.0,0,0.020577730055514207,0,0.0,0,0.0,0.28009205566249185
1908,7271.0,5300.0,1346.0,0.0025,0,0,0.0,0,0.003876660734457221,0,0.0,0,0.0,0.28009205566249185
1909,7555.0,5115.0,1373.0,0.0025,0,0,0.0,0,0.002634973002355909,0,0.0,0,0.0,0.28009205566249185
1910,7898.006,5423.997,1489.369,0.0025,0,0,0.0,0,0.0046697605449286,0,0.0,0,0.0,0.28009205566249185
1911,7000.0,5421.0,1220.0,0.0025,0,0,0.0,0,0.010942047990983257,0,0.0,0,0.0,0.28009205566249185
1912,5123.258,6357.067,1291.0,0.0025,0,0,0.0,0,0.01945136299298184,0,0.0,0,0.01,0.28009205566249185
1913,5057.557,6403.278,1240.0,0.005,0,0,0.0,0,0.003422450050583557,0,0.0,0,0.0,0.28009205566249185
1914,5497.0,6745.0,1130.0,0.0025,0,0,0.0,0,0.005224507842637442,0,0.0,0,0.0,0.28009205566249185
1915,5713.0,6363.0,1363.0,0.0025,0,0,0.0,0,0.006000749640591934,0,0.0,0,0.0,0.28009205566249185
1916,7088.0,5445.0,1267.0,0.0025,0,0,0.0,0,0.0036140074483491753,0,0.0,0,0.0,0.28009205566249185
1917,3935.62,6142.321,600.0,0.006,0,0,0.0,0,0.0042252521344141895,0,0.0,0,0.0,0.28009205566249185
1918,3962.551,6742.066,493.0,0.028,0,0,0.0,0,0.013422543424659103,0,0.0,0,0.0,0.28009205566249185
1919,6379.0,7345.0,1061.0,0.0025,0,0,0.0,0,0.004394077635326588,0,0.0,0,0.0,0.28009205566249185
1920,9217.572,8458.713,961.09,0.0025,0,0,0.0,0,0.0005394831758524565,0,0.0,0,0.0,0.28009205566249185
1921,6460.0,7389.0,1038.0,0.0025,0,0,0.0,0,0.0027388902663684684,0,0.0,0,0.0,0.28009205566249185
1922,6566.0,7307.0,1055.0,0.007,0,0,0.0,0,0.00486708532046384,0,0.0,0,0.0,0.28009205566249185
1923,7095.31,4683.005,1051.0,0.0025,0,0,0.0,0,0.033256067095292045,0,0.0,0,0.0,0.28009205566249185
1924,6201.0,7260.0,1100.0,0.0025,0,0,0.0,0,0.004560814530591007,0,0.0,0,0.0,0.28009205566249185
1925,5098.788,6502.139,1130.0,0.042,0,0,0.0,0,0.025158755434351428,0,0.0,0,0.0,0.28009205566249185
1926,5040.0,6497.0,1140.0,0.0025,0,0,0.0,0,0.015250048973913433,0,0.0,0,0.01,0.28009205566249185
1927,5407.893,6351.173,1320.0,0.0025,0,0,0.0,0,0.012882712404711665,0,0.0,0,0.0,0.28009205566249185
1928,5472.0,6782.0,1112.0,0.0025,0,0,0.0,0,0.008435909979840216,0,0.0,0,0.0,0.28009205566249185
1929,5543.563,7699.075,773.0,0.0025,0,0,0.0,0,0.003673984353432996,0,0.0,0,0.0,0.28009205566249185
1930,4602.829,6404.056,1015.0,0.032,0,0,0.0,0,0.005975743573367955,0,0.0,0,0.02,0.28009205566249185
1931,10791.762,5947.719,1493.0,0.0025,0,0,0.0,0,0.006483806836629609,0,0.0,0,0.01,0.28009205566249185
1932,13420.369,7979.213,1461.0,0.008,0,0,0.0,0,0.0016365298479806888,0,0.0,0,0.0,0.28009205566249185
1933,8485.0,4846.0,1141.0,0.0025,0,0,0.0,0,0.0016076835458938487,0,0.0,0,0.0,0.28009205566249185
1934,15215.853,8958.177,1392.959,0.008,0,0,0.0,0,0.004053464417885614,0,0.0,0,0.0,0.28009205566249185
1935,15961.376,9122.193,1395.149,0.013,0,0,0.0,0,0.0023393866000744994,0,0.0,0,0.01,0.28009205566249185
1936,9768.449,3356.856,1483.869,0.009,0,0,0.0,0,0.00490568073112921,0,0.06719367588932806,0,0.01,0.28009205566249185
1937,7225.0,6643.0,1289.0,0.0025,0,0,0.0,0,0.00474385936826653,0,0.0,0,0.0,0.28009205566249185
1938,5802.0,5952.0,1185.0,0.0025,0,0,0.0,0,0.0013229132802924223,0,0.0,0,0.0,0.28009205566249185
1939,6257.232,7213.196,1169.099,0.032,0,0,0.0,0,0.005803354957811807,0,0.06719367588932806,0,0.02,0.28009205566249185
1940,6618.0,7235.0,1093.0,0.0025,0,0,0.0,0,0.007936075914782834,0,0.0,0,0.0,0.28009205566249185
1941,8524.72,5764.64,1333.57,0.0025,0,0,0.0,0,0.0025880092413878286,0,0.0,0,0.0,0.28009205566249185
1942,6681.0,6855.0,1300.0,0.0025,0,0,0.0,0,0.02611206208400769,0,0.0,0,0.0,0.28009205566249185
1943,8618.49,5946.74,1429.29,0.0025,0,0,0.0,0,0.004744202461325972,0,0.0,0,0.01,0.28009205566249185
1944,5448.0,6346.0,1312.0,0.0025,0,0,0.0,0,0.0051266980391278996,0,0.0,0,0.0,0.28009205566249185
1945,5664.0,6310.0,1336.0,0.005,0,0,0.0,0,0.0037515037026730337,0,0.0,0,0.0,0.28009205566249185
1946,15934.444,9106.715,1395.149,0.042,0,0,0.0,0,0.0014419875761934701,0,0.06719367588932806,0,0.0,0.28009205566249185
1947,6330.0,7325.0,1083.0,0.0025,0,0,0.0,0,0.004669163145356428,0,0.0,0,0.01,0.28009205566249185
1948,5922.0,6353.0,1316.0,0.0025,0,0,0.0,0,0.001679893246059819,0,0.0,0,0.0,0.28009205566249185
1949,5893.0,6304.0,1320.0,0.0025,0,0,0.0,0,0.0026174985930212907,0,0.0,0,0.0,0.28009205566249185
1950,5356.395,7056.879,907.18,0.0025,0,0,0.0,0,0.0033528852046452234,0,0.0,0,0.0,0.28009205566249185
1951,12406.572,9767.952,1396.0,0.014,0,0,0.0,0,0.003883114814914713,0,0.0,0,0.0,0.28009205566249185
1952,5792.0,5937.0,1174.0,0.0025,0,0,0.0,0,0.005280393678032531,0,0.0,0,0.0,0.28009205566249185
1953,5675.0,6015.0,1162.0,0.0025,0,0,0.0,0,0.0018501469245315563,0,0.0,0,0.0,0.28009205566249185
1954,8439.0,5192.0,1254.0,0.0025,0,0,0.0,0,0.0034238004901588097,0,0.0,0,0.0,0.28009205566249185
1955,5857.7,6231.0,1297.0,0.0025,0,0,0.0,0,0.007736349628627865,0,0.0,0,0.0,0.28009205566249185
1956,5508.585,6987.065,969.0,0.0025,0,0,0.0,0,0.0044249568161744066,0,0.0,0,0.0,0.28009205566249185
1957,6418.026,7869.974,941.609,0.114,1,0,0.2,0,0.09790034215613291,0,0.4666666666666667,0,0.19,0.27942217721771456
1958,4647.58,7444.351,522.0,0.0025,0,0,0.0,0,0.008342312766678052,0,0.0,0,0.0,0.27917557571372725
1959,5866.906,6076.423,1240.0,0.0025,0,0,0.2,0,0.20815764671963985,0,0.0,0,0.01,0.2789623828106821
1960,5366.878,7888.632,633.0,0.006,0,0,0.0,0,0.252594344930409,0,0.0,0,0.0,0.27830005681521647
1961,6478.008,7737.954,941.609,0.416,1,0,0.2,0,0.11442334181631629,0,0.06719367588932806,0,0.28,0.27741561621161615
1962,3972.212,6290.54,626.0,0.0025,0,0,0.0,0,0.005245903924455507,0,0.02702702702702703,0,0.01,0.2770138185805674
1963,4995.594,8197.018,413.0,0.006,0,0,0.0,0,0.08029943234204936,0,0.06719367588932806,0,0.01,0.2770138185805674
1964,5497.965,6489.136,1251.0,0.0025,0,0,0.0,0,0.02057848497839422,0,0.0,0,0.02,0.2770138185805674
1965,4873.81,6262.021,1196.0,0.019,0,0,0.0,0,0.04260632772971604,0,0.06719367588932806,0,0.05,0.2770138185805674
1966,5570.832,6791.101,1156.639,0.029,0,0,0.0,0,0.022597414187520763,0,0.0,0,0.02,0.2770138185805674
1967,7338.0,7187.0,1248.0,0.0025,0,0,0.0,0,0.00550418750904891,0,0.0,0,0.0,0.2770138185805674
1968,12185.944,9866.588,1324.53,0.006,0,0,0.0,0,0.0001763977294128982,0,0.0,0,0.03,0.2770138185805674
1969,3974.447,6291.402,626.0,0.007,0,0,0.0,0,0.008783692316875615,0,0.0,0,0.0,0.2770138185805674
1970,5414.701,6353.784,1317.0,0.0025,0,0,0.0,0,0.008849177921918073,0,0.0,0,0.0,0.2770138185805673
1971,5411.491,6352.539,1317.0,0.0025,0,0,0.0,0,0.014955007644732,0,0.0,0,0.0,0.2770138185805673
1972,5379.0,6455.0,1254.0,0.018,0,0,0.0,0,0.003341850079242522,0,0.0,0,0.0,0.2770138185805673
1973,5408.565,6351.44,1320.0,0.0025,0,0,0.0,0,0.008158081484455104,0,0.0,0,0.0,0.2770138185805673
1974,6410.0,6739.0,1335.0,0.0025,0,0,0.0,0,0.016372621703369138,0,0.06719367588932806,0,0.0,0.2770138185805673
1975,11989.433,9247.174,1307.57,0.0025,0,0,0.0,0,0.0010222887788258685,1,1.0,0,0.0,0.2770138185805673
1976,3973.353,6290.887,626.0,0.0025,0,0,0.0,0,0.013586087833292348,0,0.06719367588932806,0,0.0,0.2770138185805673
1977,13401.108,7930.185,1451.0,0.015,0,0,0.0,0,0.0008118466156939702,0,0.0,0,0.0,0.2770138185805673
1978,7595.705,7475.786,1208.0,0.0025,0,0,0.0,0,0.030669640852904818,0,0.0,0,0.0,0.2768455490152389
1979,6268.728,8201.253,730.0,0.018,0,0,0.0,0,0.13264914762405283,0,0.0,0,0.17,0.27676701546148375
1980,6274.946,9078.549,595.0,0.0025,0,0,0.0,0,1.8273682006836241e-06,0,0.0,0,0.0,0.2763503195288377
1981,6276.2,9078.549,596.0,0.0025,0,0,0.0,0,3.5199252033255295e-05,0,0.0,0,0.0,0.2763503195288376
1982,5412.298,6352.81,1317.0,0.0025,0,0,0.0,0,0.015051924486557518,0,0.0,0,0.0,0.2763503195288376
1983,8730.17,5566.78,1299.12,0.006,0,0,0.4,0,0.16822019286716464,0,0.06719367588932806,0,0.13,0.2759026270804661
1984,9447.0,6429.0,1497.0,0.006,0,0,0.0,0,0.10616003970799055,0,0.03278688524590164,0,0.02,0.2759026270804661
1985,6892.0,7999.0,929.0,0.017,0,0,0.0,0,0.12345143567052273,0,0.03278688524590164,0,0.01,0.2759026270804661
1986,6572.0,7167.0,1125.0,0.0025,0,0,0.0,0,0.18998533004078064,0,0.0,0,0.16,0.27557583668372354
1987,6562.195,8529.096,667.0,0.0025,0,0,0.0,0,0.1388918329198196,0,0.0,0,0.0,0.2755732992725425
1988,5430.223,8352.772,559.0,0.0025,0,0,0.0,0,0.030152403709521398,0,0.0,0,0.0,0.2754528116260484
1989,5326.0,6553.0,1154.0,0.042,0,0,0.4,0,0.1982563329456984,0,0.06719367588932806,0,0.1,0.2748920624876429
1990,5557.228,8030.05,569.0,0.0025,0,0,0.0,0,0.0738252012896923,0,0.0,0,0.0,0.2748189640429631
1991,5492.003,8007.473,580.0,0.0025,0,0,0.0,0,0.12828370586662752,0,0.0,0,0.02,0.2748189640429631
1992,10163.711,6252.092,1530.0,0.024,0,0,0.0,0,0.029042483170340878,0,0.06719367588932806,0,0.06,0.27395035537032897
1993,13162.24,7721.219,1399.0,0.132,1,1,0.6,1,0.7197351114259529,0,0.06719367588932806,0,0.41,0.27366907629168585
1994,5306.604,8039.198,577.0,0.009,0,0,0.0,0,0.09293456906741172,0,0.03278688524590164,0,0.01,0.2736263681919215
1995,6582.0,7104.0,1164.0,0.021,0,0,0.0,0,0.21695857642511504,0,0.07142857142857142,0,0.12,0.2734480919947506
1996,5344.757,7899.473,623.0,0.018,0,0,0.0,0,0.2469288038495842,0,0.06818181818181818,0,0.03,0.2725388305042511
1997,5795.033,8225.54,685.0,0.019,0,0,0.0,0,0.14810588840459574,0,0.06818181818181818,0,0.0,0.2725388305042511
1998,12421.0,9484.0,1365.0,0.014,0,0,0.0,0,1.4506286978124335e-05,0,0.0,0,0.03,0.2723670741207424
1999,6428.0,8316.0,711.0,0.028,0,0,0.0,0,0.01878509011646168,0,0.06719367588932806,0,0.23,0.2712417580484984
2000,8548.67,5806.69,1341.28,0.0025,0,0,0.0,0,0.0018193711863014547,0,0.0,0,0.0,0.27099200403208507
2001,7284.0,6575.0,1281.0,0.0025,0,0,0.0,0,0.006218880440312781,0,0.0,0,0.0,0.27099200403208507
2002,7211.0,7585.0,1146.0,0.006,0,0,0.0,0,0.001864567511517466,0,0.0,0,0.0,0.27099200403208507
2003,5802.0,6339.0,1359.0,0.0025,0,0,0.0,0,0.009723045788876315,0,0.0,0,0.0,0.27099200403208507
2004,5850.0,6442.0,1325.0,0.0025,0,0,0.0,0,0.002221932524469936,0,0.0,0,0.0,0.27099200403208507
2005,7537.0,5166.0,1320.0,0.0025,0,0,0.0,0,0.006959267573706189,0,0.0,0,0.0,0.27099200403208507
2006,5842.0,6145.0,1272.0,0.0025,0,0,0.0,0,0.006981735399379965,0,0.0,0,0.0,0.27099200403208507
2007,12175.563,6025.04,1493.97,0.0025,0,0,0.0,0,0.0018097560855553695,0,0.06719367588932806,0,0.0,0.27099200403208507
2008,9938.961,7979.888,1098.0,0.0025,0,0,0.0,0,0.0011371370679830568,0,0.0,0,0.0,0.27099200403208507
2009,12148.866,6036.253,1490.58,0.0025,0,0,0.0,0,0.003735531418935195,0,0.0,0,0.0,0.27099200403208507
2010,7362.0,7374.0,1272.0,0.086,0,0,0.0,0,0.22162866834108624,1,0.8947368421052632,0,0.47,0.270966704854778
2011,5572.0,6585.0,1252.0,0.0025,0,0,0.0,0,0.0023485101189457507,0,0.0,0,0.0,0.26824596460482897
2012,6764.997,7673.952,1054.389,0.047,0,0,0.2,0,0.10816513489946142,0,0.06719367588932806,0,0.06,0.26818945438133784
2013,7314.843,7553.961,1206.779,0.005,0,0,0.4,0,0.09466725280052397,0,0.06818181818181818,0,0.0,0.2681894543813378
2014,5114.0,6678.0,1020.0,0.005,0,0,0.0,0,0.016015772143378043,0,0.0,0,0.0,0.2669131436179216
2015,11861.497,9973.41,1360.34,0.016,0,0,0.0,0,6.212001668924856e-05,0,0.0,0,0.0,0.2669131436179216
2016,13423.401,7979.578,962.0,0.011,0,0,0.0,0,0.00013155049383598607,0,0.0,0,0.01,0.2669131436179215
2017,9884.0,6720.0,1428.0,0.039,0,0,0.0,0,0.06578925096779097,0,0.0,0,0.08,0.26520919929433906
2018,4882.0,6347.0,1254.0,0.0025,0,0,0.2,0,0.026634674855217078,0,0.0,0,0.0,0.2650802979544471
2019,7406.545,8845.414,719.0,0.016,0,0,0.0,0,0.02604031245872567,0,0.0,0,0.01,0.26248806170507294
2020,5688.0,6370.0,1353.0,0.0025,0,0,0.0,0,0.004798693856679166,0,0.0,0,0.0,0.26247537742010657
2021,6041.007,7656.266,825.0,0.0025,0,0,0.0,0,0.0012255016965164905,0,0.03278688524590164,0,0.0,0.2619062572295838
2022,5065.2,6581.0,1094.0,0.011,0,0,0.0,0,0.02758322801269407,0,0.06719367588932806,0,0.0,0.26154697431436547
2023,4723.0,5995.0,1040.0,0.042,0,0,0.0,0,0.09500690612695974,0,0.0,0,0.09,0.26154697431436547
2024,5296.0,5976.0,1178.0,0.009,0,0,0.0,0,0.015283652616593257,0,0.0,0,0.01,0.26154697431436547
2025,10160.057,6251.813,1537.0,0.0025,0,0,0.0,0,0.0161932749132896,0,0.03278688524590164,0,0.01,0.26108452669192095
2026,6590.512,7503.86,1054.389,0.268,1,0,0.2,0,0.17318730380816702,0,0.06719367588932806,0,0.14,0.26065897747932565
2027,10777.316,5702.359,1551.11,0.135,1,0,0.2,0,0.1419220347170927,1,1.0,1,0.68,0.2598378004885789
2028,5107.181,7796.021,543.0,0.0025,0,0,0.0,0,0.013999407490465165,0,0.0,0,0.01,0.2595348445061761
2029,5066.8,6581.0,1094.0,0.034,0,0,0.0,0,0.06272458569189095,0,0.06719367588932806,0,0.01,0.25920655518239977
2030,7731.366,7189.951,1270.0,0.038,0,0,0.4,0,0.14370004948372742,0,0.03278688524590164,0,0.05,0.2591847648178402
2031,4811.6,6128.751,1178.0,0.0025,0,0,0.0,0,0.021873556107207606,0,0.0,0,0.02,0.25888805343206217
2032,10766.031,6153.87,1460.0,0.006,0,0,0.0,0,0.11960538185936356,0,0.03278688524590164,0,0.01,0.258408826713561
2033,10820.694,5822.978,1528.93,0.054,0,0,0.4,0,0.34830530543506066,0,0.07142857142857142,0,0.09,0.25706062626765885
2034,5053.624,6403.46,1235.0,0.0025,0,0,0.0,0,0.01242111651350743,0,0.0,0,0.0,0.2560285004030862
2035,8976.265,6231.452,1437.289,0.0025,0,0,0.0,0,0.07410789472341488,0,0.06818181818181818,0,0.05,0.25584541958923845
2036,5479.011,6750.046,1111.139,0.028,0,0,0.0,0,0.19839220635202992,0,0.0,0,0.02,0.2509460767620266
2037,4641.015,6340.459,1016.7,0.023,0,0,0.0,0,0.14349964551526712,0,0.0,0,0.06,0.2504933982232629
2038,9655.75,3299.504,1483.869,0.029,0,0,0.0,0,0.01889843400582402,0,0.0,0,0.0,0.25029484095117177
2039,8163.037,6302.033,1422.299,0.171,1,0,0.2,0,0.14796126573065022,0,0.06719367588932806,1,0.58,0.24761183807440523
2040,5382.0,6412.0,1267.0,0.0025,0,0,0.0,0,0.03617042744470737,0,0.0,0,0.05,0.24752605566394836
2041,5370.292,8166.589,504.0,0.009,0,0,0.0,0,0.13798096633622997,0,0.06818181818181818,0,0.02,0.24710123570214196
2042,8503.516,5901.5,1436.569,0.008,0,0,0.0,0,0.03647278158615689,0,0.06719367588932806,0,0.11,0.24597975446923148
2043,5275.099,7313.326,762.0,0.0025,0,0,0.0,0,5.23497975760484e-05,0,0.0,0,0.0,0.2453082175335171
2044,4985.997,8193.225,400.0,0.007,0,0,0.0,0,0.02884413544250649,0,0.0,0,0.07,0.24285092387734078
2045,4616.461,6342.215,1039.0,0.013,0,0,0.0,0,0.09750135076493242,0,0.0,0,0.01,0.24167374942368297
2046,9512.361,5371.409,1342.289,0.015,0,0,0.0,0,0.018223223326122737,0,0.0,0,0.01,0.24033544031281104
2047,5515.665,6887.556,1040.0,0.056,0,0,0.4,0,0.29701445094091605,0,0.0,0,0.03,0.23992530372986381
2048,6906.0,7658.0,1113.0,0.0025,0,0,0.2,0,0.0067069651001940185,0,0.03278688524590164,0,0.0,0.23730558964012097
2049,5392.816,7889.858,640.0,0.011,0,0,0.0,0,0.17922728957410194,0,0.0,0,0.03,0.23709061587734462
2050,6460.375,8364.004,728.0,0.013,0,0,0.0,0,0.0054074712274357365,0,0.06719367588932806,0,0.12,0.23675008942651043
2051,7185.679,9242.846,909.93,0.009,0,0,0.0,0,0.06131396820880796,0,0.03278688524590164,0,0.01,0.2363896598843187
2052,5429.87,8352.753,559.0,0.02,0,0,0.0,0,0.07145482198710035,0,0.06719367588932806,0,0.01,0.23459315156382612
2053,5730.086,3349.171,1143.25,0.102,1,1,1.0,1,0.9999786437226094,1,1.0,1,0.93,0.23438715010364816
2054,8402.877,4944.364,1182.22,0.02,0,0,0.2,0,0.04776750517698006,0,0.06719367588932806,0,0.08,0.23405307363468564
2055,7472.0,7511.0,1245.0,0.008,0,0,0.0,0,0.22554240969742062,0,0.06719367588932806,0,0.02,0.2335829482240772
2056,8034.977,6508.005,1381.939,0.017,0,0,0.2,0,0.10596749442472334,0,0.06719367588932806,0,0.12,0.23093519725754127
